Ad report
"June 17, 2026 - June 23, 2026"
Ad status,Final URL,Beacon URLs,Headline,Long headline,Long headline 1,Long headline 2,Long headline 3,Long headline 4,Long headline 5,Headline 1,Headline 1 position,Headline 2,Headline 2 position,Headline 3,Headline 3 position,Headline 4,Headline 4 position,Headline 5,Headline 5 position,Headline 6,Headline 6 position,Headline 7,Headline 7 position,Headline 8,Headline 8 position,Headline 9,Headline 9 position,Headline 10,Headline 10 position,Headline 11,Headline 11 position,Headline 12,Headline 12 position,Headline 13,Headline 13 position,Headline 14,Headline 14 position,Headline 15,Headline 15 position,Description 1,Description 1 position,Description 2,Description 2 position,Description 3,Description 3 position,Description 4,Description 4 position,Description 5,Image ID,Square image ID,Logo ID,Landscape logo ID,Business name,Call to action text,Call to action text 1,Call to action text 2,Call to action text 3,Call to action text 4,Call to action text 5,Call to action headline,Video ID,Companion banner,Accent color,Main color,Allow flexible color,Ad format preference,Promotion text,Price prefix,Enable Asset Enhancements,Enable Autogen Video,Ad name,ad.display_url,Country,Phone number,Verification URL,Call reporting,Call conversion,Path 1,Path 2,Mobile final URL,Tracking template,Final URL suffix,Custom parameter,Campaign,Ad group,Status,Status reasons,Ad type,Currency code,Avg. CPM,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Video,Ad strength,Ad strength improvements,Conv. rate,Conversions,Cost / conv.
Enabled,https://go.conservairrigationofgreaterscottsdale.com/, --, --, --, --, --, --, --, --,Irrigation Repair Scottsdale, --,Looking for repair companies?, --,Irrigation Maintence Company, --,We're Closer Than You Think, --,One Click Away - Call Now, --,Need home leak repair?, --,Call For a Free Inspection Now, --,Watering System Leak Repair, --,Need Sprinkler Leak Repair?, --,Fix an Irrigation Leak? Call, --,Irrigation installer Near me, --,{LOCATION(City):Irrigation System Repair}, --,Reliable Water System Fix, --,Expert Irrigation Repairs, --,Irrigation Repair for Homes, --,Trusted irrigation repair Scottsdale experts Get a free quote today irrigation repair cost, --,Irrigation Questions? Get a Free Inspection Today. Claim Your Free Inspection, --,"Landscape irrigation installation, irrigation repair cost, home irrigation system repair", --,Conserva Irrigation offers sprinkler installation and maintenance. Contact us today, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --,utm_source=v4google&utm_medium=search&utm_campaign=v4_search_services&utm_content=group3_irrigation_system_repair&utm_term={keyword},,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Not eligible,campaign ended,Responsive search ad,USD,0,0,0, --,0,0.00, --,Good,Try including more keywords in your descriptions;Add 1 more sitelink in your ad,0.00%,0.00,0.00
Enabled,https://conservairrigationofgreaterscottsdale.com, --, --, --, --, --, --, --, --,Irrigation Company Near You, --,Irrigation System Repair, --,"Save Water, Save Money Now", --,Seasonal Maintenance Packages, --,"Thriving Lawns, Less H20", --,Enhance Your Outdoor Oasis, --,Visit Our Website Now, --,Get A Quote, --,Contact Us Now, --,"Water Wise, Landscape Lush", --,"Fix Sprinklers, Fast & Easy", --,Sprinkler Repair. Done Right, --,Top Rated Local Irrigation, --,Backflow Preventer Repair, --,Sprinkler Woes? Conserva, --,Conserva Irrigation in Scottsdale - Professional Irrigation Services, --,We offer a range of services including backflow preventer repair and replacement, --,"Drip Irrigation Done Right! Conserva Irrigation: Save Water, Save Money", --,"Sprinkler Head Repair: Tiny Fix, Huge Impact. Conserva Irrigation", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --,utm_source=v4google&utm_medium=search&utm_campaign=services&utm_content=group10&utm_term={keyword},,V4 - SEARCH - SERVICES LP,Group 10 - B2B,Not eligible,campaign ended,Responsive search ad,USD,0,0,0, --,0,0.00, --,Average,Try including more keywords in your headlines;Try including more keywords in your descriptions,0.00%,0.00,0.00
Enabled,https://go.conservairrigationofgreaterscottsdale.com/, --, --, --, --, --, --, --, --,Install Smart Irrigation, --,New Sprinkler System Today, --,Irrigation Installation Near, --,Custom Yard Watering Setup, --,Upgrade Your Lawn System, --,Book an Irrigation Install, --,Smart Systems for Your Lawn, --,Eco Irrigation Installation, --,Install a Water-Saving System, --,Sprinkler System Experts, --,Get a free quote, --,"Smart Sprinklers, Less Waste", --,New Lawn Watering Setup, --, --, --, --, --,Smart irrigation systems designed for Arizona’s heat. Book a free install quote., --,We install efficient systems that save water and protect your lawn., --,Upgrade to eco-friendly irrigation. Fast local installation available., --,Arizona's #1 Irrigation Experts. From smart system installations to emergency repairs., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,V4 - SEARCH - SERVICES LP,GROUP 4 - IRRIGATION INSTALLATION,Not eligible,campaign ended,Responsive search ad,USD,0,0,0, --,0,0.00, --,Average,Try including more keywords in your headlines;Try including more keywords in your descriptions;Add 1 more sitelink in your ad,0.00%,0.00,0.00
Enabled,https://go.conservairrigationofgreaterscottsdale.com/, --, --, --, --, --, --, --, --,Fast Irrigation Repair Near, --,Keep Your Lawn Green & Health, --,Local Irrigation Pros Now, --,We Fix Your Sprinklers Today, --,Water-Saving System Repair, --,Sprinkler Repair Near Me, --,Residential Irrigation Fix, --,Irrigation Leak detection, --,Book Your Free Inspection, --,Watering Systems for Yards, --,Need irrigation maintenance?, --,Conserva Irrigation Scottsdale, --,Need Sprinkler Leak Repair?, --,Eco Irrigation Systems, --,Irrigation maintenance, --,"Fast, local irrigation system repair and inspection. Book a free inspection now.", --,Eco-friendly solutions to save water and protect your landscape., --,Conserva Irrigation proudly specializes in commercial and residential irrigation solutions, --,"Trusted irrigation and sprinkler repair experts in Scottsdale, backed by smart technology", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --,utm_source=v4google&utm_medium=search&utm_campaign=v4_search_services&utm_content=group3_irrigation_system_repair&utm_term={keyword},,V4 - SEARCH - SERVICES LP,GROUP 3 - IRRIGATION SYSTEM REPAIR,Not eligible,campaign ended,Responsive search ad,USD,0,0,0, --,0,0.00, --,Good,Try including more keywords in your descriptions;Add 1 more sitelink in your ad,0.00%,0.00,0.00
Enabled,https://lp.conservairrigationofgreaterscottsdale.com/residential-irrigation/, --, --, --, --, --, --, --, --,Conserva Irrigation, --,Technology and Water, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Advanced technology for your farming. Transforming fields with water innovation, --,Conservation: where efficiency meets water., --, --, --, --, --, --, --, --, --, --,Conserva Irrigation, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,US,(480)  448-8890,https://lp.conservairrigationofgreaterscottsdale.com/residential-irrigation/,true, --, --, --,, --, --,,[V4] [Ligações Diretas],Irrigation,Not eligible,disapproved; campaign paused,Call-only ad,USD,0,0,0, --,0,0.00, --, --, --,0.00%,0.00,0.00
Enabled,https://lp.conservairrigationofgreaterscottsdale.com/residential-irrigation/, --, --, --, --, --, --, --, --,Local Sprinkler Installation, --,Irrigation Service Near You, --,Free Estimate, --,Inexpensive installation, --,Irrigation System Installation, --,{Keyword:Install a New Sprinkler System}, --,Best Sprinkler Installation, --,Premium Sprinkler Installation, --,Lawn sprinkler systems, --,Smart Irrigation, --,Irrigation installation cost, --,Sprinkler system for house, --,Residential irrigation systems, --,Irrigation System, --,Smart Watering for Your Lawn, --,Get a custom irrigation system for your lawn! Contact us for a free consultation today., --,Upgrade your yard with a new irrigation system. Reach out today for more info, --,Install a smart irrigation system and keep your lawn healthy all year round, --,We offer lawn care services tailored to both small yards and larger properties, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --,utm_source=google&utm_medium={adgroupid}&utm_campaign={campaignid}&utm_content={creative}&utm_term={keyword},,[V4] [Ligações Diretas],Institucional,Not eligible,disapproved; campaign paused,Responsive search ad,USD,0,0,0, --,0,0.00, --,Average,Try including more keywords in your descriptions;Add 2 more sitelinks in your ad,0.00%,0.00,0.00
Total: Enabled ads,, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --, --, --, --, --,, --,USD,793.81,226,20,8.85%,8.97,179.40, --, --, --,0.00%,0.00,0.00
Total: Account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD,374.83,"3,992",357,8.94%,4.19,1496.32,,,,8.96%,32.00,46.76
Total: Video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD,0,0,0, --,0,0.00,,,,0.00%,0.00,0.00
Total: Search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD,793.81,226,20,8.85%,8.97,179.40,,,,0.00%,0.00,0.00
Total: Display,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD,0,0,0, --,0,0.00,,,,0.00%,0.00,0.00
Total: Performance Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD,366.91,"1,293",76,5.88%,6.24,474.42,,,,5.26%,4.00,118.67
